"D:\Projects\Marchand\Data\Carothers\240305_mod3\gs_1.d"," -ESI EIC(74.0256) Scan Frag=175.0V gs_1.d "
"D:\Projects\Marchand\Data\Carothers\240305_mod3\gs_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"2" ,0.870,0.909,0.921,224.03,117.91,0.02,0.29,0.02,0.009,,0.00,0.00,,,,,0.00,0.00,1.19,0.00,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"3" ,0.921,0.936,0.953,425.86,190.56,0.04,0.55,0.04,0.007,,0.00,0.00,,,,,0.00,0.00,1.09,0.00,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"4" ,0.953,0.969,0.983,318.85,141.53,0.03,0.41,0.03,0.007,,0.00,0.00,,,,,0.00,0.00,1.06,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"5" ,0.983,1.081,1.099,235.51,127.04,0.03,0.30,0.03,0.009,,0.00,0.00,,,,,0.00,0.00,1.24,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"6" ,1.099,1.116,1.142,414.36,475.69,0.10,0.54,0.10,0.019,,0.00,0.00,,,,,0.00,0.00,0.52,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"7" ,1.142,1.186,1.228,336.22,488.42,0.10,0.43,0.10,0.034,,0.00,0.00,,,,,0.00,0.00,1.12,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"8" ,1.228,1.274,1.327,705.91,741.40,0.16,0.91,0.16,0.018,,0.00,0.00,,,,,0.00,0.00,0.31,220.61,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"9" ,1.327,1.399,1.506,291.51,511.14,0.11,0.38,0.11,0.029,,0.00,0.00,,,,,0.00,0.00,4.60,300.10,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_4.d" ,"10" ,2.617,2.794,3.077,77433.58,474059.60,100.00,100.00,99.39,0.460,,0.00,5893.05,,,,,0.00,5893.05,,79705.57,,,MM,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d"," -ESI EIC(74.0256) Scan Frag=175.0V m3_neg_1.d "
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"1" ,0.811,0.831,0.858,474.32,473.62,0.08,0.48,0.08,0.017,,0.00,0.00,,,,,0.00,0.00,0.42,0.00,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"2" ,0.858,0.884,0.910,291.49,320.58,0.05,0.30,0.05,0.018,,0.00,0.00,,,,,0.00,0.00,1.13,417.29,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"3" ,0.910,0.957,0.970,895.25,399.98,0.06,0.91,0.06,0.007,,0.00,0.00,,,,,0.00,0.00,0.92,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"4" ,0.970,1.029,1.045,557.55,245.74,0.04,0.57,0.04,0.007,,0.00,0.00,,,,,0.00,0.00,1.02,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"5" ,1.045,1.056,1.072,307.65,141.93,0.02,0.31,0.02,0.008,,0.00,0.00,,,,,0.00,0.00,0.87,427.92,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"6" ,1.072,1.088,1.123,522.62,563.14,0.09,0.53,0.09,0.018,,0.00,0.00,,,,,0.00,0.00,0.42,589.96,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"7" ,1.123,1.197,1.226,513.15,718.81,0.12,0.52,0.11,0.023,,0.00,0.00,,,,,0.00,0.00,1.35,415.15,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"8" ,1.226,1.238,1.281,571.45,839.76,0.13,0.58,0.13,0.024,,0.00,0.00,,,,,0.00,0.00,0.44,598.40,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"9" ,1.281,1.306,1.320,845.74,748.80,0.12,0.86,0.12,0.021,,0.00,0.00,,,,,0.00,0.00,2.16,1106.05,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"10" ,1.320,1.346,1.360,210.32,111.56,0.02,0.21,0.02,0.009,,0.00,0.00,,,,,0.00,0.00,1.20,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"11" ,1.360,1.392,1.410,325.60,225.69,0.04,0.33,0.04,0.012,,0.00,0.00,,,,,0.00,0.00,1.06,279.04,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"12" ,1.410,1.427,1.506,231.68,333.48,0.05,0.24,0.05,0.024,,0.00,0.00,,,,,0.00,0.00,0.18,348.14,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_1.d" ,"13" ,2.710,2.793,3.103,98054.94,623796.47,100.00,100.00,99.19,0.393,,0.00,3741.96,,,,,0.00,3741.96,,98845.48,,,MM,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d"," -ESI EIC(74.0256) Scan Frag=175.0V m3_neg_2.d "
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"1" ,0.939,0.958,0.972,602.47,396.21,0.07,0.78,0.07,0.011,,0.00,0.00,,,,,0.00,0.00,1.07,385.68,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"2" ,0.972,1.018,1.137,402.34,1327.77,0.25,0.52,0.25,0.055,,0.00,0.00,,,,,0.00,0.00,0.16,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"3" ,1.137,1.167,1.181,217.60,268.13,0.05,0.28,0.05,0.021,,0.00,0.00,,,,,0.00,0.00,1.36,332.69,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"4" ,1.181,1.200,1.213,746.10,649.91,0.12,0.97,0.12,0.015,,0.00,0.00,,,,,0.00,0.00,1.17,379.26,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"5" ,1.213,1.223,1.237,295.95,153.26,0.03,0.38,0.03,0.009,,0.00,0.00,,,,,0.00,0.00,1.12,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"6" ,1.237,1.322,1.336,401.79,184.61,0.03,0.52,0.03,0.008,,0.00,0.00,,,,,0.00,0.00,1.14,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"7" ,1.336,1.435,1.451,408.89,1003.02,0.19,0.53,0.19,0.041,,0.00,0.00,,,,,0.00,0.00,4.29,704.03,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"8" ,1.451,1.462,1.475,214.25,135.97,0.03,0.28,0.03,0.011,,0.00,0.00,,,,,0.00,0.00,0.92,215.79,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_2.d" ,"9" ,2.665,2.803,3.136,76935.97,528682.58,100.00,100.00,99.23,0.471,,308.37,2540.23,,,,,308.37,2540.23,,77900.77,,,MM,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d"," -ESI EIC(74.0256) Scan Frag=175.0V m3_neg_3.d "
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"1" ,0.855,0.876,0.890,204.06,181.26,0.04,0.31,0.04,0.015,,0.00,0.00,,,,,0.00,0.00,0.83,0.00,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"2" ,0.890,0.918,0.933,587.97,800.92,0.16,0.90,0.16,0.023,,0.00,0.00,,,,,0.00,0.00,2.04,526.50,,,  ,134.0434,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"3" ,0.933,0.946,1.041,414.87,493.27,0.10,0.64,0.10,0.020,,0.00,0.00,,,,,0.00,0.00,0.41,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"4" ,1.041,1.084,1.120,306.86,410.30,0.08,0.47,0.08,0.024,,0.00,0.00,,,,,0.00,0.00,0.57,506.63,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"5" ,1.120,1.165,1.224,1075.42,3333.39,0.68,1.65,0.67,0.044,,0.00,0.00,,,,,0.00,0.00,0.29,1177.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"6" ,1.224,1.238,1.253,1145.19,1189.96,0.24,1.75,0.24,0.017,,0.00,0.00,,,,,0.00,0.00,1.09,1151.84,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"7" ,1.253,1.267,1.318,837.70,1587.47,0.32,1.28,0.32,0.032,,0.00,0.00,,,,,0.00,0.00,0.35,612.11,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"8" ,1.318,1.365,1.377,203.96,97.07,0.02,0.31,0.02,0.008,,0.00,0.00,,,,,0.00,0.00,0.84,292.95,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"9" ,1.377,1.391,1.404,310.43,201.08,0.04,0.48,0.04,0.011,,0.00,0.00,,,,,0.00,0.00,1.02,288.30,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"10" ,1.404,1.450,1.467,260.56,134.78,0.03,0.40,0.03,0.009,,0.00,0.00,,,,,0.00,0.00,1.12,0.00,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"11" ,1.467,1.485,1.504,271.72,175.28,0.04,0.42,0.03,0.011,,0.00,0.00,,,,,0.00,0.00,0.91,303.60,,,  ,248.9679,,,,,,,,,,,,
"D:\Projects\Marchand\Data\Carothers\240305_mod3\m3_neg_3.d" ,"12" ,2.615,2.803,3.102,65330.09,492641.60,100.00,100.00,98.28,0.488,,0.00,2804.16,,,,,0.00,-3003.69,,64169.67,,,MM,,,,,M,,,,,,,,

